doculect	latitude	longitude	glottocode	family	concept	form	tokens
Solon	48.166	119.4873	solo1263	Tungusic	BIRD	dəɣi	d ə ɣ i
Solon	48.166	119.4873	solo1263	Tungusic	SALT	dͻːsʊŋ	d ɔː s ʊ ŋ
Solon	48.166	119.4873	solo1263	Tungusic	SMALL	niʃxuŋ	n i ʃ x u ŋ
Solon	48.166	119.4873	solo1263	Tungusic	WIDE	əŋːə	ə ŋː ə
Solon	48.166	119.4873	solo1263	Tungusic	STAR	ͻːʃɪtː	ɔː ʃ ɪ tː
Solon	48.166	119.4873	solo1263	Tungusic	IN	dʊ	d ʊ
Solon	48.166	119.4873	solo1263	Tungusic	IN	du	d u
Solon	48.166	119.4873	solo1263	Tungusic	HARD	xat	x a t
Solon	48.166	119.4873	solo1263	Tungusic	GRIND	iːw-	iː w
Udihe	46.63086	135.67762	udih1248	Tungusic	FIRE	thoː	tʰ oː
Udihe	46.63086	135.67762	udih1248	Tungusic	NOSE	ŋø	ŋ ø
Udihe	46.63086	135.67762	udih1248	Tungusic	GO	ŋənə-	ŋ ə n ə
Udihe	46.63086	135.67762	udih1248	Tungusic	WATER	ulji	u l j i
Udihe	46.63086	135.67762	udih1248	Tungusic	MOUTH	aŋma	a ŋ m a
Udihe	46.63086	135.67762	udih1248	Tungusic	TONGUE	iŋi	i ŋ i
Udihe	46.63086	135.67762	udih1248	Tungusic	BLOOD	sakjæ	s a k j æ
Udihe	46.63086	135.67762	udih1248	Tungusic	BONE	gjæma	g j æ m a
Udihe	46.63086	135.67762	udih1248	Tungusic	THOU	sji_	s j i
Udihe	46.63086	135.67762	udih1248	Tungusic	ROOT	ŋiŋtə	ŋ i ŋ t ə
Udihe	46.63086	135.67762	udih1248	Tungusic	COME	əmə-	ə m ə
Udihe	46.63086	135.67762	udih1248	Tungusic	BREAST	tiŋə	t i ŋ ə
Udihe	46.63086	135.67762	udih1248	Tungusic	RAIN (PRECIPITATION)	tigdə	t i g d ə
Udihe	46.63086	135.67762	udih1248	Tungusic	I	bji_	b j i
Udihe	46.63086	135.67762	udih1248	Tungusic	NAME	gəgbji	g ə g b j i
Udihe	46.63086	135.67762	udih1248	Tungusic	LOUSE	kumuɣə	k u m u ɣ ə
Udihe	46.63086	135.67762	udih1248	Tungusic	WING	daktæ	d a k t æ
Udihe	46.63086	135.67762	udih1248	Tungusic	ARM OR HAND	ŋala	ŋ a l a
Udihe	46.63086	135.67762	udih1248	Tungusic	FLY (INSECT)	gobo̰	g o b o̰
Udihe	46.63086	135.67762	udih1248	Tungusic	NIGHT	dogbo	d o g b o
Udihe	46.63086	135.67762	udih1248	Tungusic	EAR	kua̰i	k w a̰i
Udihe	46.63086	135.67762	udih1248	Tungusic	NECK	mø	m ø
Udihe	46.63086	135.67762	udih1248	Tungusic	FAR	goː	g oː
Udihe	46.63086	135.67762	udih1248	Tungusic	DO OR MAKE	oː-	oː
Udihe	46.63086	135.67762	udih1248	Tungusic	HOUSE	ʣugdi	dz u g d i
Udihe	46.63086	135.67762	udih1248	Tungusic	BITTER	guaʦi	g w a ts i
Udihe	46.63086	135.67762	udih1248	Tungusic	SAY	gunə-	g u n ə
Udihe	46.63086	135.67762	udih1248	Tungusic	TOOTH	iktə	i k t ə
Udihe	46.63086	135.67762	udih1248	Tungusic	BIG	sagdi	s a g d i
Udihe	46.63086	135.67762	udih1248	Tungusic	ONE	omo	o m o
Udihe	46.63086	135.67762	udih1248	Tungusic	WHO	njiː	n j iː
Udihe	46.63086	135.67762	udih1248	Tungusic	HE OR SHE OR IT	nua-nji_	n w a + n j i
Udihe	46.63086	135.67762	udih1248	Tungusic	FOOT OR LEG	bəgdi	b ə g d i
Udihe	46.63086	135.67762	udih1248	Tungusic	HORN (ANATOMY)	ie	j e
Udihe	46.63086	135.67762	udih1248	Tungusic	THIS	əi	əi
Udihe	46.63086	135.67762	udih1248	Tungusic	FISH	sugʣæ	s u g dz æ
Udihe	46.63086	135.67762	udih1248	Tungusic	YESTERDAY	tinənəŋi	t i n ə n ə ŋ i
Udihe	46.63086	135.67762	udih1248	Tungusic	YESTERDAY	tinəŋi	t i n ə ŋ i
Udihe	46.63086	135.67762	udih1248	Tungusic	DRINK	umi-	u m i
Udihe	46.63086	135.67762	udih1248	Tungusic	BLACK	pa̰ljiɣji	p a̰ l j i ɣ j i
Udihe	46.63086	135.67762	udih1248	Tungusic	NAVEL	ʦoŋo	ts o ŋ o
Udihe	46.63086	135.67762	udih1248	Tungusic	STAND	ilji-	i l j i
Udihe	46.63086	135.67762	udih1248	Tungusic	STAND	ilji-sji-	i l j i + s j i
Udihe	46.63086	135.67762	udih1248	Tungusic	BITE	iktə-mə-	i k t ə + m ə
Udihe	46.63086	135.67762	udih1248	Tungusic	BACK	aka	a k a
Udihe	46.63086	135.67762	udih1248	Tungusic	WIND	ədi	ə d i
Udihe	46.63086	135.67762	udih1248	Tungusic	SMOKE (EXHAUST)	saŋɲa	s a ŋ ɲ a
Udihe	46.63086	135.67762	udih1248	Tungusic	WHAT	jə̰u_	j ə̰u
Udihe	46.63086	135.67762	udih1248	Tungusic	CHILD (DESCENDANT)	sjitə	s j i t ə
Udihe	46.63086	135.67762	udih1248	Tungusic	EGG	umukta	u m u k t a
Udihe	46.63086	135.67762	udih1248	Tungusic	GIVE	buː-	b uː
Udihe	46.63086	135.67762	udih1248	Tungusic	NEW	iməxji	i m ə x j i
Udihe	46.63086	135.67762	udih1248	Tungusic	NOT	ə-	ə
Udihe	46.63086	135.67762	udih1248	Tungusic	GOOD	aia	ai a
Udihe	46.63086	135.67762	udih1248	Tungusic	KNEE	xəŋə	x ə ŋ ə
Udihe	46.63086	135.67762	udih1248	Tungusic	SAND	oɲokto	o ɲ o k t o
Udihe	46.63086	135.67762	udih1248	Tungusic	LAUGH	inə-	i n ə
Udihe	46.63086	135.67762	udih1248	Tungusic	HEAR	dogdiː-	d o g d iː
Udihe	46.63086	135.67762	udih1248	Tungusic	EARTH (SOIL)	naː	n aː
Udihe	46.63086	135.67762	udih1248	Tungusic	LEAF	abdæ	a b d æ
Udihe	46.63086	135.67762	udih1248	Tungusic	RED	xulaljiɣji	x u l a l j i ɣ j i
Udihe	46.63086	135.67762	udih1248	Tungusic	RED	səgʤə	s ə g dʒ ə
Udihe	46.63086	135.67762	udih1248	Tungusic	LIVER	xa̰i	x a̰i
Udihe	46.63086	135.67762	udih1248	Tungusic	SKIN	njæ	n j æ
Udihe	46.63086	135.67762	udih1248	Tungusic	SUCK	sjimisji-	s j i m i s j i
Udihe	46.63086	135.67762	udih1248	Tungusic	CARRY	xəbu-	x ə b u
Udihe	46.63086	135.67762	udih1248	Tungusic	CARRY	gaʣi-	g a dz i
Udihe	46.63086	135.67762	udih1248	Tungusic	ANT	iktə	i k t ə
Udihe	46.63086	135.67762	udih1248	Tungusic	HEAVY	uɣji	u ɣ j i
Udihe	46.63086	135.67762	udih1248	Tungusic	TAKE	ʣawa-	dz a w a
Udihe	46.63086	135.67762	udih1248	Tungusic	OLD	anapti	a n a p t i
Udihe	46.63086	135.67762	udih1248	Tungusic	EAT	ʣə-	dz ə
Udihe	46.63086	135.67762	udih1248	Tungusic	EAT	diɣa-	d i ɣ a
Udihe	46.63086	135.67762	udih1248	Tungusic	UPPER LEG (THIGH)	oː	oː
Udihe	46.63086	135.67762	udih1248	Tungusic	THICK	diami	d i a m i
Udihe	46.63086	135.67762	udih1248	Tungusic	THICK	bou	b ou
Udihe	46.63086	135.67762	udih1248	Tungusic	LONG	wanjimi	w a n j i m i
Udihe	46.63086	135.67762	udih1248	Tungusic	BLOW (OF WIND)	ədi-nə-	ə d i + n ə
Udihe	46.63086	135.67762	udih1248	Tungusic	WOOD	moː	m oː
Udihe	46.63086	135.67762	udih1248	Tungusic	RUN	thukjæ-	tʰ u k j æ
Udihe	46.63086	135.67762	udih1248	Tungusic	FALL	tiŋmə-	t i ŋ m ə
Udihe	46.63086	135.67762	udih1248	Tungusic	EYE	jæ	j æ
Udihe	46.63086	135.67762	udih1248	Tungusic	ASH	xuləptə	x u l ə p t ə
Udihe	46.63086	135.67762	udih1248	Tungusic	TAIL	iɣji	i ɣ j i
Udihe	46.63086	135.67762	udih1248	Tungusic	DOG	ina̰i	i n a̰i
Udihe	46.63086	135.67762	udih1248	Tungusic	CRY	soŋo-	s o ŋ o
Udihe	46.63086	135.67762	udih1248	Tungusic	TIE	xəkə-	x ə k ə
Udihe	46.63086	135.67762	udih1248	Tungusic	TIE	ui-	ui
Udihe	46.63086	135.67762	udih1248	Tungusic	SEE	isə-	i s ə
Udihe	46.63086	135.67762	udih1248	Tungusic	SWEET	ʣi	dz i
Udihe	46.63086	135.67762	udih1248	Tungusic	ROPE	xuː	x uː
Udihe	46.63086	135.67762	udih1248	Tungusic	SHADE	xaɲa	x a ɲ a
Udihe	46.63086	135.67762	udih1248	Tungusic	BIRD	ʦinda̰	ts i n d a̰
Udihe	46.63086	135.67762	udih1248	Tungusic	SALT	sa̰i	s a̰i
Udihe	46.63086	135.67762	udih1248	Tungusic	SMALL	ŋiʦa̰	ŋ i ts a̰
Udihe	46.63086	135.67762	udih1248	Tungusic	WIDE	agbji	a g b j i
Udihe	46.63086	135.67762	udih1248	Tungusic	WIDE	əŋmə	ə ŋ m ə
Udihe	46.63086	135.67762	udih1248	Tungusic	STAR	wajkta	w a j k t a
Udihe	46.63086	135.67762	udih1248	Tungusic	IN	du	d u
Udihe	46.63086	135.67762	udih1248	Tungusic	HARD	maŋi	m a ŋ i
Udihe	46.63086	135.67762	udih1248	Tungusic	GRIND	ʦika-	ts i k a
Ulch	51.85209	140.29045	ulch1241	Tungusic	FIRE	tawa	t a w a
Ulch	51.85209	140.29045	ulch1241	Tungusic	NOSE	waksa	w a k s a
Ulch	51.85209	140.29045	ulch1241	Tungusic	GO	ŋənə-	ŋ ə n ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	WATER	muː	m uː
Ulch	51.85209	140.29045	ulch1241	Tungusic	MOUTH	aŋma	a ŋ m a
Ulch	51.85209	140.29045	ulch1241	Tungusic	TONGUE	siɲu	s i ɲ u
Ulch	51.85209	140.29045	ulch1241	Tungusic	BLOOD	səːksə	s əː k s ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	BONE	geramsa	g e r a m s a
Ulch	51.85209	140.29045	ulch1241	Tungusic	THOU	si_	s i
Ulch	51.85209	140.29045	ulch1241	Tungusic	ROOT	daːʧa	d aː tʃ a
Ulch	51.85209	140.29045	ulch1241	Tungusic	ROOT	təxə	t ə x ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	COME	di-	d i
Ulch	51.85209	140.29045	ulch1241	Tungusic	BREAST	tuŋgə	t u ŋ g ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	RAIN (PRECIPITATION)	tugdə	t u g d ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	I	bji_	b j i
Ulch	51.85209	140.29045	ulch1241	Tungusic	NAME	gəlbu	g ə l b u
Ulch	51.85209	140.29045	ulch1241	Tungusic	LOUSE	tiqtə	t i q t ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	WING	χasal	χ a s a l
Ulch	51.85209	140.29045	ulch1241	Tungusic	ARM OR HAND	ŋaːla	ŋ aː l a
Ulch	51.85209	140.29045	ulch1241	Tungusic	FLY (INSECT)	giːluqtu	g iː l u q t u
Ulch	51.85209	140.29045	ulch1241	Tungusic	FLY (INSECT)	giːləqtə	g iː l ə q t ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	NIGHT	dolbo	d o l b o
Ulch	51.85209	140.29045	ulch1241	Tungusic	EAR	seː	s eː
Ulch	51.85209	140.29045	ulch1241	Tungusic	NECK	moŋgo	m o ŋ g o
Ulch	51.85209	140.29045	ulch1241	Tungusic	FAR	goro	g o r o
Ulch	51.85209	140.29045	ulch1241	Tungusic	DO OR MAKE	ta-	t a
Ulch	51.85209	140.29045	ulch1241	Tungusic	DO OR MAKE	anʤo-	a n dʒ o
Ulch	51.85209	140.29045	ulch1241	Tungusic	HOUSE	xagdu	x a g d u
Ulch	51.85209	140.29045	ulch1241	Tungusic	BITTER	gotole	g o t o l e
Ulch	51.85209	140.29045	ulch1241	Tungusic	SAY	wən-	w ə n
Ulch	51.85209	140.29045	ulch1241	Tungusic	TOOTH	iqtə	i q t ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	BIG	daːe	d aːe
Ulch	51.85209	140.29045	ulch1241	Tungusic	ONE	omo	o m o
Ulch	51.85209	140.29045	ulch1241	Tungusic	WHO	ŋuj	ŋ u j
Ulch	51.85209	140.29045	ulch1241	Tungusic	WHO	uj	u j
Ulch	51.85209	140.29045	ulch1241	Tungusic	HE OR SHE OR IT	naːni_	n aː n i
Ulch	51.85209	140.29045	ulch1241	Tungusic	FOOT OR LEG	bəgdi	b ə g d i
Ulch	51.85209	140.29045	ulch1241	Tungusic	HORN (ANATOMY)	xujə	x u j ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	THIS	əj	ə j
Ulch	51.85209	140.29045	ulch1241	Tungusic	FISH	sogdata	s o g d a t a
Ulch	51.85209	140.29045	ulch1241	Tungusic	YESTERDAY	tisə	t i s ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	DRINK	omo-	o m o
Ulch	51.85209	140.29045	ulch1241	Tungusic	BLACK	saxarje	s a x a r j e
Ulch	51.85209	140.29045	ulch1241	Tungusic	NAVEL	xuɲu	x u ɲ u
Ulch	51.85209	140.29045	ulch1241	Tungusic	STAND	el-so-	e l + s o
Ulch	51.85209	140.29045	ulch1241	Tungusic	BITE	səqpən-	s ə q p ə n
Ulch	51.85209	140.29045	ulch1241	Tungusic	BITE	iqtəmən-	i q t ə m ə n
Ulch	51.85209	140.29045	ulch1241	Tungusic	BACK	niki	n i k i
Ulch	51.85209	140.29045	ulch1241	Tungusic	WIND	xədu	x ə d u
Ulch	51.85209	140.29045	ulch1241	Tungusic	SMOKE (EXHAUST)	saŋɲa	s a ŋ ɲ a
Ulch	51.85209	140.29045	ulch1241	Tungusic	WHAT	χaj	χ a j
Ulch	51.85209	140.29045	ulch1241	Tungusic	CHILD (DESCENDANT)	pjiqtə	p j i q t ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	EGG	omo-qta	o m o + q t a
Ulch	51.85209	140.29045	ulch1241	Tungusic	GIVE	buː-	b uː
Ulch	51.85209	140.29045	ulch1241	Tungusic	NEW	siʧəu	s i tʃ əu
Ulch	51.85209	140.29045	ulch1241	Tungusic	NOT	ase	a s e
Ulch	51.85209	140.29045	ulch1241	Tungusic	NOT	əsi	ə s i
Ulch	51.85209	140.29045	ulch1241	Tungusic	NOT	rase	r a s e
Ulch	51.85209	140.29045	ulch1241	Tungusic	NOT	rəsi	r ə s i
Ulch	51.85209	140.29045	ulch1241	Tungusic	NOT	dase	d a s e
Ulch	51.85209	140.29045	ulch1241	Tungusic	NOT	dəsi	d ə s i
Ulch	51.85209	140.29045	ulch1241	Tungusic	NOT	tase	t a s e
Ulch	51.85209	140.29045	ulch1241	Tungusic	NOT	təsi	t ə s i
Ulch	51.85209	140.29045	ulch1241	Tungusic	GOOD	aja	a j a
Ulch	51.85209	140.29045	ulch1241	Tungusic	GOOD	ulə	u l ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	KNEE	pəɲə	p ə ɲ ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	KNEE	bəlʤə	b ə l dʒ ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	SAND	seja	s e j a
Ulch	51.85209	140.29045	ulch1241	Tungusic	SAND	siru	s i r u
Ulch	51.85209	140.29045	ulch1241	Tungusic	LAUGH	iɲəqtə-	i ɲ ə q t ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	HEAR	doːlde-	d oː l d e
Ulch	51.85209	140.29045	ulch1241	Tungusic	EARTH (SOIL)	naː	n aː
Ulch	51.85209	140.29045	ulch1241	Tungusic	LEAF	χabdata	χ a b d a t a
Ulch	51.85209	140.29045	ulch1241	Tungusic	RED	səːgʤə	s əː g dʒ ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	LIVER	paː	p aː
Ulch	51.85209	140.29045	ulch1241	Tungusic	SKIN	xərəqtə	x ə r ə q t ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	SKIN	nanta	n a n t a
Ulch	51.85209	140.29045	ulch1241	Tungusic	SUCK	kuːʧi-	k uː tʃ i
Ulch	51.85209	140.29045	ulch1241	Tungusic	CARRY	gaʤo-	g a dʒ o
Ulch	51.85209	140.29045	ulch1241	Tungusic	CARRY	era-	e r a
Ulch	51.85209	140.29045	ulch1241	Tungusic	ANT	senono	s e n o n o
Ulch	51.85209	140.29045	ulch1241	Tungusic	HEAVY	xuʤə-uli	x u dʒ ə + u l i
Ulch	51.85209	140.29045	ulch1241	Tungusic	TAKE	ʤapa-	dʒ a p a
Ulch	51.85209	140.29045	ulch1241	Tungusic	OLD	goro-pte	g o r o + p t e
Ulch	51.85209	140.29045	ulch1241	Tungusic	OLD	bala-pte	b a l a + p t e
Ulch	51.85209	140.29045	ulch1241	Tungusic	EAT	ʤəpu-	dʒ ə p u
Ulch	51.85209	140.29045	ulch1241	Tungusic	UPPER LEG (THIGH)	oː	oː
Ulch	51.85209	140.29045	ulch1241	Tungusic	UPPER LEG (THIGH)	tarpje	t a r p j e
Ulch	51.85209	140.29045	ulch1241	Tungusic	THICK	deramje	d e r a m j e
Ulch	51.85209	140.29045	ulch1241	Tungusic	THICK	ŋoamje	ŋ oa m j e
Ulch	51.85209	140.29045	ulch1241	Tungusic	THICK	wamje	w a m j e
Ulch	51.85209	140.29045	ulch1241	Tungusic	LONG	walmje	w a l m j e
Ulch	51.85209	140.29045	ulch1241	Tungusic	LONG	wolmje	w o l m j e
Ulch	51.85209	140.29045	ulch1241	Tungusic	LONG	ŋolmje	ŋ o l m j e
Ulch	51.85209	140.29045	ulch1241	Tungusic	BLOW (OF WIND)	xədun-	x ə d u n
Ulch	51.85209	140.29045	ulch1241	Tungusic	BLOW (OF WIND)	puː-	p uː
Ulch	51.85209	140.29045	ulch1241	Tungusic	WOOD	moː	m oː
Ulch	51.85209	140.29045	ulch1241	Tungusic	RUN	tutu-	t u t u
Ulch	51.85209	140.29045	ulch1241	Tungusic	FALL	tuː-	t uː
Ulch	51.85209	140.29045	ulch1241	Tungusic	EYE	esal	e s a l
Ulch	51.85209	140.29045	ulch1241	Tungusic	ASH	punəqtə	p u n ə q t ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	TAIL	xuʤu	x u dʒ u
Ulch	51.85209	140.29045	ulch1241	Tungusic	DOG	enda	e n d a
Ulch	51.85209	140.29045	ulch1241	Tungusic	CRY	soŋgo-	s o ŋ g o
Ulch	51.85209	140.29045	ulch1241	Tungusic	CRY	gwade-	g w a d e
Ulch	51.85209	140.29045	ulch1241	Tungusic	CRY	goade-	g oa d e
Ulch	51.85209	140.29045	ulch1241	Tungusic	TIE	uj-	u j
Ulch	51.85209	140.29045	ulch1241	Tungusic	TIE	boke-	b o k e
Ulch	51.85209	140.29045	ulch1241	Tungusic	SEE	iʧə-	i tʃ ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	SWEET	amta	a m t a
Ulch	51.85209	140.29045	ulch1241	Tungusic	SWEET	amtaoli	a m t ao l i
Ulch	51.85209	140.29045	ulch1241	Tungusic	ROPE	xorko	x o r k o
Ulch	51.85209	140.29045	ulch1241	Tungusic	SHADE	paɲa	p a ɲ a
Ulch	51.85209	140.29045	ulch1241	Tungusic	BIRD	ʧiːndə	tʃ iː n d ə
Ulch	51.85209	140.29045	ulch1241	Tungusic	SALT	dawso	d a w s o
Ulch	51.85209	140.29045	ulch1241	Tungusic	SALT	daoso	d ao s o
Ulch	51.85209	140.29045	ulch1241	Tungusic	SMALL	ɲuːʧi	ɲ uː tʃ i
Ulch	51.85209	140.29045	ulch1241	Tungusic	WIDE	daramje	d a r a m j e
Ulch	51.85209	140.29045	ulch1241	Tungusic	WIDE	gole	g o l e
Ulch	51.85209	140.29045	ulch1241	Tungusic	WIDE	xugdi	x u g d i
Ulch	51.85209	140.29045	ulch1241	Tungusic	STAR	xosta	x o s t a
Ulch	51.85209	140.29045	ulch1241	Tungusic	IN	do	d o
Ulch	51.85209	140.29045	ulch1241	Tungusic	IN	du	d u
Ulch	51.85209	140.29045	ulch1241	Tungusic	HARD	kwax-kwax_bji	kʷ a x + kʷ a x + b j i
Ulch	51.85209	140.29045	ulch1241	Tungusic	GRIND	ɲiʤurʧu-	ɲ i dʒ u r tʃ u
Xibe	43.5854	81.0034	xibe1242	Tungusic	FIRE	thuɑ	tʰ u ɑ
Xibe	43.5854	81.0034	xibe1242	Tungusic	NOSE	ovur	o v u r
Xibe	43.5854	81.0034	xibe1242	Tungusic	GO	gɘnɘ-	g ɘ n ɘ
Xibe	43.5854	81.0034	xibe1242	Tungusic	WATER	mukhu	m u kʰ u
Xibe	43.5854	81.0034	xibe1242	Tungusic	MOUTH	ɑŋ	ɑ ŋ
Xibe	43.5854	81.0034	xibe1242	Tungusic	TONGUE	iliŋ	i l i ŋ
Xibe	43.5854	81.0034	xibe1242	Tungusic	BLOOD	ɕiŋ	ɕ i ŋ
Xibe	43.5854	81.0034	xibe1242	Tungusic	BONE	girɑŋ	g i r ɑ ŋ
Xibe	43.5854	81.0034	xibe1242	Tungusic	THOU	ɕi_	ɕ i
Xibe	43.5854	81.0034	xibe1242	Tungusic	ROOT	fulxo	f u l x o
Xibe	43.5854	81.0034	xibe1242	Tungusic	COME	ʥi-	dʑ i
Xibe	43.5854	81.0034	xibe1242	Tungusic	BREAST	thuŋun	tʰ u ŋ u n
Xibe	43.5854	81.0034	xibe1242	Tungusic	RAIN (PRECIPITATION)	ɑɣɑ	ɑ ɣ ɑ
Xibe	43.5854	81.0034	xibe1242	Tungusic	I	bi_	b i
Xibe	43.5854	81.0034	xibe1242	Tungusic	NAME	gɘv	g ɘ v
Xibe	43.5854	81.0034	xibe1242	Tungusic	LOUSE	ʨiɣɘ	tɕ i ɣ ɘ
Xibe	43.5854	81.0034	xibe1242	Tungusic	WING	ɑsx	ɑ s x
Xibe	43.5854	81.0034	xibe1242	Tungusic	ARM OR HAND	gɑl	g ɑ l
Xibe	43.5854	81.0034	xibe1242	Tungusic	FLY (INSECT)	durvo	d u r v o
Xibe	43.5854	81.0034	xibe1242	Tungusic	NIGHT	dœviri	d œ v i r i
Xibe	43.5854	81.0034	xibe1242	Tungusic	EAR	sɑn	s ɑ n
Xibe	43.5854	81.0034	xibe1242	Tungusic	NECK	mivin	m i v i n
Xibe	43.5854	81.0034	xibe1242	Tungusic	NECK	bilxɑ	b i l x ɑ
Xibe	43.5854	81.0034	xibe1242	Tungusic	FAR	ɢoro	ɢ o r o
Xibe	43.5854	81.0034	xibe1242	Tungusic	DO OR MAKE	ɑrɘ-	ɑ r ɘ
Xibe	43.5854	81.0034	xibe1242	Tungusic	HOUSE	bo	b o
Xibe	43.5854	81.0034	xibe1242	Tungusic	BITTER	ɢosxun	ɢ o s x u n
Xibe	43.5854	81.0034	xibe1242	Tungusic	SAY	ɕi-	ɕ i
Xibe	43.5854	81.0034	xibe1242	Tungusic	TOOTH	vix	v i x
Xibe	43.5854	81.0034	xibe1242	Tungusic	BIG	ɑmbu	ɑ m b u
Xibe	43.5854	81.0034	xibe1242	Tungusic	ONE	ɘmkhɘn	ɘ m kʰ ɘ n
Xibe	43.5854	81.0034	xibe1242	Tungusic	WHO	vɘ	v ɘ
Xibe	43.5854	81.0034	xibe1242	Tungusic	HE OR SHE OR IT	thɘr_	tʰ ɘ r
Xibe	43.5854	81.0034	xibe1242	Tungusic	HE OR SHE OR IT	ɘr_	ɘ r
Xibe	43.5854	81.0034	xibe1242	Tungusic	FOOT OR LEG	bɘtk	b ɘ t k
Xibe	43.5854	81.0034	xibe1242	Tungusic	HORN (ANATOMY)	vix	v i x
Xibe	43.5854	81.0034	xibe1242	Tungusic	THIS	ɘr	ɘ r
Xibe	43.5854	81.0034	xibe1242	Tungusic	FISH	nimxɑ	n i m x ɑ
Xibe	43.5854	81.0034	xibe1242	Tungusic	YESTERDAY	tʂhɘksɘnɘŋ	ʈʂ h ɘ k s ɘ n ɘ ŋ
Xibe	43.5854	81.0034	xibe1242	Tungusic	DRINK	œmi-	œ m i
Xibe	43.5854	81.0034	xibe1242	Tungusic	BLACK	jɘʨin	j ɘ tɕ i n
Xibe	43.5854	81.0034	xibe1242	Tungusic	NAVEL	uluŋ	u l u ŋ
Xibe	43.5854	81.0034	xibe1242	Tungusic	STAND	ilɑ-	i l ɑ
Xibe	43.5854	81.0034	xibe1242	Tungusic	BITE	sɑ-	s ɑ
Xibe	43.5854	81.0034	xibe1242	Tungusic	BACK	dɑrɘm	d ɑ r ɘ m
Xibe	43.5854	81.0034	xibe1242	Tungusic	BACK	fizɑ	f i z ɑ
Xibe	43.5854	81.0034	xibe1242	Tungusic	WIND	udun	u d u n
Xibe	43.5854	81.0034	xibe1242	Tungusic	SMOKE (EXHAUST)	sɑŋɘn	s ɑ ŋ ɘ n
Xibe	43.5854	81.0034	xibe1242	Tungusic	WHAT	ɑi	ɑ i
Xibe	43.5854	81.0034	xibe1242	Tungusic	CHILD (DESCENDANT)	ɑʥi	ɑ dʑ i
Xibe	43.5854	81.0034	xibe1242	Tungusic	EGG	umxɑn	u m x ɑ n
Xibe	43.5854	81.0034	xibe1242	Tungusic	GIVE	bu-	b u
Xibe	43.5854	81.0034	xibe1242	Tungusic	NEW	itʂhɘ	i ʈʂ h ɘ
Xibe	43.5854	81.0034	xibe1242	Tungusic	NOT	qu	q u
Xibe	43.5854	81.0034	xibe1242	Tungusic	GOOD	sɑn	s ɑ n
Xibe	43.5854	81.0034	xibe1242	Tungusic	KNEE	buɣo	b u ɣ o
Xibe	43.5854	81.0034	xibe1242	Tungusic	SAND	nioŋun	n j o ŋ u n
Xibe	43.5854	81.0034	xibe1242	Tungusic	LAUGH	inʥi-	i n dʑ i
Xibe	43.5854	81.0034	xibe1242	Tungusic	HEAR	dœnʥi-	d œ n dʑ i
Xibe	43.5854	81.0034	xibe1242	Tungusic	EARTH (SOIL)	nɑ	n ɑ
Xibe	43.5854	81.0034	xibe1242	Tungusic	LEAF	ɑvx	ɑ v x
Xibe	43.5854	81.0034	xibe1242	Tungusic	RED	fɘlgiɑn	f ɘ l g i ɑ n
Xibe	43.5854	81.0034	xibe1242	Tungusic	LIVER	fɑɣun	f ɑ ɣ u n
Xibe	43.5854	81.0034	xibe1242	Tungusic	SKIN	soqo	s o q o
Xibe	43.5854	81.0034	xibe1242	Tungusic	SUCK	ɕimi-	ɕ i m i
Xibe	43.5854	81.0034	xibe1242	Tungusic	SUCK	ɢoci-	ɢ o ts i
Xibe	43.5854	81.0034	xibe1242	Tungusic	CARRY	dʐo-	ɖʐ o
Xibe	43.5854	81.0034	xibe1242	Tungusic	ANT	nyr_nimɑx	n j r + n i m ɑ x
Xibe	43.5854	81.0034	xibe1242	Tungusic	HEAVY	uʥin	u dʑ i n
Xibe	43.5854	81.0034	xibe1242	Tungusic	TAKE	dʐɑvɘ-	ɖʐ ɑ v ɘ
Xibe	43.5854	81.0034	xibe1242	Tungusic	OLD	fɘ	f ɘ
Xibe	43.5854	81.0034	xibe1242	Tungusic	EAT	ʥi-	dʑ i
Xibe	43.5854	81.0034	xibe1242	Tungusic	UPPER LEG (THIGH)	mɑ_susxɑ	m ɑ + s u s x ɑ
Xibe	43.5854	81.0034	xibe1242	Tungusic	THICK	ʥirɑm	dʑ i r ɑ m
Xibe	43.5854	81.0034	xibe1242	Tungusic	LONG	ɢolmin	ɢ o l m i n
